partition,output
0.17419922918878916,Cottage Grove|WI|53527|43.0784|-89.2017|9963
0.17423152173989426,San Jose|CA|95119|37.2329|-121.7875|973849
0.17426381429099935,Mount Horeb|WI|53572|43.002|-89.7414|9970
0.17429611655902053,Barnhart|MO|63012|38.3384|-90.4142|9973
0.17432842854395778,Middleton|ID|83644|43.7191|-116.6112|9976
0.17436074700683907,Little Rock|AR|72202|34.7363|-92.2741|214454
0.1743930687086924,Georgetown|IN|47122|38.3029|-85.9617|9979
0.1744254001274618,Farmerville|LA|71241|32.7534|-92.318|9982
0.1744577315462312,Gray Court|SC|29645|34.5953|-82.1147|9982
0.17449006620397264,Belfair|WA|98528|47.4325|-122.9289|9983
0.17452240410068612,Woodbury|CT|06798|41.5521|-73.2083|9984
0.17455475495328768,Briarcliff Manor|NY|10510|41.1444|-73.835|9988
0.1745871122838333,Mitchell|IN|47446|38.7426|-86.4761|9990
0.17461947609232298,Houlton|ME|04730|46.1188|-67.863|9992
0.17465184313978468,Pomona|NY|10970|41.1901|-74.0436|9993
0.1746842231431345,Shalimar|FL|32579|30.4456|-86.5717|9997
0.17471660638545633,Mendenhall|MS|39114|31.9494|-89.8095|9998
0.17474899610572223,Dayton|OH|45439|39.701|-84.2187|479994
0.1747813955429042,Brooksville|FL|34604|28.4409|-82.4612|64191
0.17481380145803022,Fort Myers Beach|FL|33931|26.5761|-82.0712|10005
0.1748462138511003,Absecon|NJ|08201|39.4218|-74.4949|38633
0.1748786262441704,Oyster Bay|NY|11771|40.866|-73.5272|10007
0.17491104835415655,Seattle|WA|98148|47.4441|-122.3249|837792
0.17494347694208676,Dublin|GA|31027|32.5524|-82.7817|38561
0.17497591524693304,Clinton|IL|61727|40.1487|-88.9627|10015
0.17500837298561148,Seaside|OR|97138|45.9027|-123.6736|10021
0.17504083072428991,Oliver Springs|TN|37840|36.0366|-84.3486|10021
0.1750732917019404,Bullard|TX|75757|32.1095|-95.3342|10022
0.17510576563547897,Liberty|KY|42539|37.3146|-84.9719|10026
0.17513825576387768,Yreka|CA|96097|41.7206|-122.6376|10031
0.17517075560919246,Waimanalo|HI|96795|21.3418|-157.7131|10034
0.17520326517142334,Chester|IL|62233|37.9188|-89.8218|10037
0.17523579092851435,Mifflinburg|PA|17844|40.9218|-77.0505|10042
0.1752683231635494,Fort Lauderdale|FL|33316|26.1042|-80.126|711693
0.17530087483241663,Milwaukee|WI|53205|43.0528|-87.9353|817312
0.17533342974025587,Berlin|NH|03570|44.4811|-71.1892|10051
0.1753660073208993,Opp|AL|36467|31.2799|-86.2571|10058
0.17539858490154273,Denver|CO|80238|39.7388|-104.4083|990452
0.1754311657211582,Blacksburg|SC|29702|35.1095|-81.4942|10059
0.1754637497797457,Punta Gorda|FL|33955|26.824|-81.9547|53889
0.17549634355524926,Whitehouse Station|NJ|08889|40.6156|-74.7724|10063
0.17552893733075284,Clyde|NC|28721|35.5597|-82.9216|10063
0.17556153434522842,Houston|TX|77068|30.0069|-95.4897|2906700
0.17559414755456415,Tacoma|WA|98418|47.2232|-122.4465|323239
0.1756267640028719,Bremen|IN|46506|41.4467|-86.1932|10070
0.17565939340706774,Croydon|PA|19021|40.0933|-74.8991|10074
0.17569202928920766,Saint Amant|LA|70774|30.2385|-90.8435|10076
0.17572467164929162,Wharton|NJ|07885|40.9139|-74.5863|10078
0.17575731724834762,Spring Grove|IL|60081|42.4413|-88.2237|10079
0.1757899725643197,Shasta Lake|CA|96019|40.6969|-122.3683|10082
0.17582263759720784,Clinton|IN|47842|39.6591|-87.4208|10085
0.17585530586906803,Lunenburg|MA|01462|42.5884|-71.7266|10086
0.17588797737990022,Centre|AL|35960|34.1116|-85.6092|10087
0.17592065212970445,Gouverneur|NY|13642|44.3283|-75.4651|10088
0.17595333011848072,Commerce|TX|75428|33.2493|-95.9097|10089
0.17598601458520102,Thonotosassa|FL|33592|28.0617|-82.3082|10091
0.17601869905192133,Trinity|TX|75862|30.942|-95.3403|10091
0.17605138999658568,Herkimer|NY|13350|43.0307|-74.9876|10093
0.17608408094125003,Mc Kenzie|TN|38201|36.1272|-88.5134|10093
0.1761167751248864,Lindon|UT|84042|40.3412|-111.7144|10094
0.17614947578646686,East Grand Forks|MN|56721|47.9318|-97.0213|10096
0.17618217968701932,Tuckahoe|NY|10707|40.9569|-73.8198|10097
0.17621488358757179,Folkston|GA|31537|30.8508|-82.0116|10097
0.17624759396606832,Pleasant Grove|AL|35127|33.4883|-86.9766|10099
0.1762803108225089,Elma|WA|98541|47.0058|-123.3997|10101
0.1763130309179215,Nashville|AR|71852|33.9576|-93.8707|10102
0.17634575425230611,Wallace|NC|28466|34.7542|-77.9429|10103
0.1763784840646348,Cranbury|NJ|08512|40.3039|-74.5065|10105
0.17641121711593552,Maynard|MA|01754|42.4321|-71.455|10106
0.17644395340620825,Virginia|MN|55792|47.5371|-92.5285|10107
0.17647670589134112,Inverness|FL|34453|28.8723|-82.3454|32324
0.176509458376474,Atoka|OK|74525|34.3445|-96.1418|10112
0.17654221733955092,Burlington|VT|05408|44.512|-73.2492|42705
0.17657497954159987,Whitney|TX|76692|31.9713|-97.3463|10115
0.17660776117748098,Albany|NY|12209|42.6417|-73.7854|151022
0.17664055253027816,Carleton|MI|48117|42.0529|-83.3755|10124
0.17667334388307535,Fort Knox|KY|40121|37.8928|-85.9489|10124
0.17670613847484457,Alliance|NE|69301|42.1149|-102.888|10125
0.17673893954455783,Clarion|PA|16214|41.2123|-79.3773|10127
0.1767717406142711,Montville|NJ|07045|40.9049|-74.3646|10127
0.17680454168398435,Whitwell|TN|37397|35.1972|-85.5011|10127
0.1768373427536976,Gambrills|MD|21054|39.0407|-76.6819|10127
0.17687015030135494,Canton|CT|06019|41.8384|-72.8987|10129
0.17690296108798428,Tarentum|PA|15084|40.6187|-79.7852|10130
0.17693577511358566,Westlake|LA|70669|30.2613|-93.2688|10131
0.17696860533404715,Waterford|PA|16441|41.9603|-79.9996|10136
0.17700143555450865,Bernalillo|NM|87004|35.3285|-106.5309|10136
0.17703427873085825,Tacoma|WA|98424|47.2325|-122.3594|323239
0.1770671251461799,Abilene|KS|67410|38.9371|-97.2063|10141
0.17709997156150153,Pittsburgh|PA|15224|40.4642|-79.9448|687276
0.17713282769373925,Moyock|NC|27958|36.4871|-76.1146|10144
0.17716569030392101,Lyman|SC|29365|34.9684|-82.1435|10146
0.17719855939204684,Denver|CO|80202|39.7491|-104.9946|990452
0.17723143495811672,Madisonville|LA|70447|30.4287|-90.1773|10150
0.1772643234800747,Soquel|CA|95073|37.0048|-121.9507|10154
0.1772972120020327,Toledo|OH|43604|41.6614|-83.5249|316948
0.1773301037629627,Kansas City|KS|66111|39.0803|-94.7806|150224
0.17736299552389273,Raymond|NH|03077|43.0325|-71.1912|10155
0.17739589700173883,Doniphan|MO|63935|36.6501|-90.8106|10158
0.17742879847958493,Albany|NY|12210|42.6568|-73.7605|151022
0.17746170643537507,Kentwood|LA|70444|30.8892|-90.4728|10160
0.17749462086910928,Big Bear City|CA|92314|34.261|-116.8131|10162
0.1775275385418155,Glenpool|OK|74033|35.9591|-95.9997|10163
0.17756046917040982,Butner|NC|27509|36.1359|-78.7636|10167
0.1775934062769482,Albany|KY|42602|36.6857|-85.1407|10216
0.1776263466224586,Mount Vernon|NY|10553|40.9086|-73.8221|67100
0.177659286967969,Cedar|MN|55011|45.3414|-93.235|10170
0.17769222731347942,Livingston|LA|70754|30.4741|-90.7673|10170
0.17772517089796186,Edwardsburg|MI|49112|41.7913|-86.0263|10171
0.17775812096038834,Tacoma|WA|98446|47.1285|-122.3736|323239
0.17779108397870294,Ozark|AR|72949|35.5246|-93.8374|10177
0.17782404699701754,Fayette|AL|35555|33.6974|-87.8346|10177
0.17785701649327618,Weston|CT|06883|41.2195|-73.3715|10179
0.17788999894542293,Mount Carmel|IL|62863|38.4147|-87.7911|10183
0.17792299111448576,Portland|MI|48875|42.8624|-84.9139|10186
0.17795598976149266,Brookville|IN|47012|39.4213|-84.9994|10188
0.1779889948864436,Littleton|CO|80125|39.4845|-105.0561|320420
0.17802200972831062,Mc Cordsville|IN|46055|39.9018|-85.9095|10193
0.17805502780914967,Hampton|VA|23664|37.0566|-76.2966|136895
0.17808804588998872,Duluth|MN|55805|46.7987|-92.0946|116688
0.17812106397082778,Earlimart|CA|93219|35.8744|-119.281|10194
0.1781540917685829,Pahrump|NV|89060|36.2645|-116.0393|36648
0.17818711956633804,Pell City|AL|35128|33.5873|-86.3366|20653
0.17822016031998128,Urbandale|IA|50323|41.6294|-93.7717|41731
0.17825320107362452,Montgomery|NY|12549|41.5333|-74.2534|10201
0.17828625154418384,Youngstown|OH|44502|41.0774|-80.6409|163222
0.1783193084926872,Magnolia|DE|19962|39.0735|-75.5083|10206
0.1783523686801626,Hillsdale|NJ|07642|41.0069|-74.0426|10207
0.17838543210661004,Myrtle Creek|OR|97457|43.0162|-123.2851|10208
0.17841849877202948,Colts Neck|NJ|07722|40.3012|-74.178|10209
0.17845156867642095,Louisville|KY|40243|38.2422|-85.5353|736284
0.17848465801464458,Sioux City|IA|51105|42.5032|-96.3829|85884
0.17851775383081225,Hanson|MA|02341|42.0616|-70.8651|10218
0.178550856124924,Haiku|HI|96708|20.9071|-156.3|10220
0.17858395841903574,Harrington|DE|19952|38.924|-75.5843|10220
0.17861706395211951,Socorro|NM|87801|34.0479|-106.8907|10221
0.17865017596314733,Old Town|FL|32680|29.6699|-83.005|10223
0.1786832912131472,Euclid|OH|44117|41.5696|-81.5257|41932
0.17871640970211905,Anchorage|AK|99518|61.1549|-149.8866|242037
0.17874953466903498,North Billerica|MA|01862|42.5757|-71.2902|10227
0.17878266287492292,North Versailles|PA|15137|40.3762|-79.8124|10228
0.17881579755875493,Vale|NC|28168|35.5188|-81.4589|10230
0.17884893872053098,Independence|LA|70443|30.6351|-90.5277|10232
0.17888208312127907,Vandalia|IL|62471|38.9439|-89.1041|10233
0.1789152307609992,Detroit|MI|48208|42.3495|-83.0927|673342
0.17894838163969132,Torrington|WY|82240|42.0624|-104.1917|10235
0.17898153575735548,Munford|TN|38058|35.459|-89.8197|10236
0.1790146963529637,Seattle|WA|98101|47.6114|-122.3305|837792
0.17904786990446,Old Saybrook|CT|06475|41.2913|-72.385|10242
0.17908104345595632,Fairview|OR|97024|45.5473|-122.4414|10242
0.17911422024642468,Wellsboro|PA|16901|41.7373|-77.308|10243
0.1791474067538091,River Grove|IL|60171|41.9279|-87.8387|10246
0.17918059650016557,Pikeville|TN|37367|35.6408|-85.2077|10247
0.17921381539727027,West Henrietta|NY|14586|43.0397|-77.6871|10256
0.179247040772319,Houston|TX|77030|29.7041|-95.401|2906700
0.17928026938633979,Mansfield|LA|71052|32.0239|-93.698|10259
0.17931350771727664,Sorrento|FL|32776|28.8035|-81.5323|10262
0.1793467460482135,Charleston|SC|29492|32.9668|-79.8528|195110
0.1793799908570944,Lexington|OK|73051|35.0377|-97.2609|10264
0.17941324862186342,Homer|LA|71040|32.7749|-93.0288|10268
0.1794465128645765,Winchendon|MA|01475|42.6789|-72.0475|10270
0.17947978034626158,Burton|MI|48529|42.9744|-83.6629|27206
0.1795130640228068,Edwards|CO|81632|39.6382|-106.6206|10276
0.17954635741626812,Greenup|KY|41144|38.5368|-82.9191|10279
0.17957966376561754,Page|AZ|86040|36.9108|-111.502|10283
0.17961299602674316,Silver Springs|FL|34488|29.2635|-81.9532|10291
0.17964633476581285,Roscommon|MI|48653|44.4839|-84.6601|10293
0.17967967350488254,Inverness|FL|34450|28.834|-82.2822|32324
0.17971301224395222,Hull|MA|02045|42.2853|-70.8754|10293
0.17974635422199392,Browns Summit|NC|27214|36.2019|-79.7101|10294
0.17977969943900765,Hahira|GA|31632|30.9416|-83.3574|10295
0.17981304789499342,Berthoud|CO|80513|40.2993|-105.1055|10296
0.17984639635097918,Saint Louis|MO|63120|38.6909|-90.2594|927396
0.17987974804593695,Hohenwald|TN|38462|35.5266|-87.4891|10297
0.17991310297986676,Leechburg|PA|15656|40.6344|-79.6201|10298
0.1799464611527686,Clinton|OK|73601|35.5115|-98.9795|10299
0.1799798258036145,Pageland|SC|29728|34.7722|-80.3966|10301
0.18001319045446038,Galena|OH|43021|40.2011|-82.8749|10301
0.1800465583442783,Springfield|IL|62712|39.7533|-89.58|141894
0.18007993918998433,Wellesley|MA|02482|42.2945|-71.2992|10306
0.18011332327466237,Independence|OR|97351|44.8481|-123.1879|10307
0.1801467073593404,Acushnet|MA|02743|41.6997|-70.9087|10307
0.18018010116093455,Coal Township|PA|17866|40.7917|-76.5519|10310
0.1802134982015007,Marshville|NC|28103|35.0167|-80.3781|10311
0.18024690495898293,Manchester|NH|03109|42.9713|-71.4135|113733
0.18028033115029732,Castroville|CA|95012|36.7732|-121.7463|10320
0.18031376381955577,Port Charlotte|FL|33980|26.984|-82.0589|79008
0.18034719648881423,Ware|MA|01082|42.2618|-72.2583|10322
0.1803806421139608,Vicksburg|MI|49097|42.1209|-85.5024|10326
0.18041410393396748,Columbiana|OH|44408|40.8853|-80.6975|10331
0.18044757547089024,Minerva|OH|44657|40.742|-81.1031|10334
0.180481047007813,Park Rapids|MN|56470|46.9377|-95.0383|10334
0.18051452502267984,Liberty|NC|27298|35.8729|-79.5821|10336
0.18054800627651868,Birmingham|AL|35204|33.518|-86.8372|493806
0.18058148753035752,Swarthmore|PA|19081|39.8967|-75.3474|10337
0.18061497526214043,Wichita|KS|67210|37.6379|-97.2613|409656
0.18064846623289535,Charleroi|PA|15022|40.1404|-79.92|10340
0.18068197015953838,Little Rock|AR|72207|34.7721|-92.3565|214454
0.1807154740861814,Bogart|GA|30622|33.934|-83.5055|10344
0.18074897801282444,Manville|NJ|08835|40.5399|-74.5934|10344
0.18078248193946747,Charles City|IA|50616|43.0683|-92.6761|10344
0.18081599234405457,Ayden|NC|28513|35.4565|-77.4051|10346
0.1808495189435018,Bellevue|NE|68147|41.1758|-95.9553|60409
0.18088305202089305,Kaplan|LA|70548|29.9771|-92.3025|10353
0.18091659157622839,Greenville|IL|62246|38.8933|-89.4052|10355
0.18095014408745183,Sandwich|MA|02563|41.7113|-70.4775|10359
0.18098369983764728,Itasca|IL|60143|41.972|-88.0202|10360
0.1810172620657868,Pineville|KY|40977|36.7159|-83.7668|10362
0.18105083077187037,Villas|NJ|08251|39.0219|-74.9354|10364
0.18108442215075812,Elburn|IL|60119|41.8824|-88.4611|10371
0.18111801352964588,Grosse Ile|MI|48138|42.1352|-83.1561|10371
0.18115160814750567,Amherst|MA|01003|42.3919|-72.5248|39421
0.1811852092433095,Wiggins|MS|39577|30.861|-89.1324|10374
0.18121882329500144,Harrah|OK|73045|35.4833|-97.1734|10378
0.18125244706360946,Swannanoa|NC|28778|35.6172|-82.407|10381
0.18128607407118952,Buchanan|MI|49107|41.8327|-86.3708|10382
0.1813197172736297,Kansas City|MO|64123|39.1136|-94.5235|545147
0.18135336047606987,Rochester|NY|14625|43.1522|-77.5057|478127
0.18138700691748208,Elkton|VA|22827|38.4025|-78.6321|10388
0.1814206663147824,San Antonio|TX|78236|29.3887|-98.6112|1595797
0.18145434514591488,Wisconsin Dells|WI|53965|43.6508|-89.7665|10398
0.18148802721601937,Proctorville|OH|45669|38.4635|-82.3523|10399
0.18152171576406792,Bellport|NY|11713|40.7733|-72.9469|10401
0.18155541079006052,Clyde|OH|43410|41.3024|-82.9918|10403
0.1815891155329692,Pittsburgh|PA|15208|40.4532|-79.8995|687276
0.18162282675382194,Sandersville|GA|31082|32.975|-82.8406|10408
0.18165653797467468,Warren|OH|44481|41.1724|-80.8718|75903
0.18169026862935958,Jefferson|WI|53549|43.0006|-88.8078|10414
0.18172400576198852,Windsor|NC|27983|36.0159|-76.9336|10416
0.1817577461335895,Saint Louis|MO|63124|38.6372|-90.3776|927396
0.18179148650519047,Etters|PA|17319|40.1545|-76.8019|10417
0.1818252333547355,Birmingham|AL|35228|33.4558|-86.9118|493806
0.1818589899211966,Aurora|IN|47001|39.0719|-84.9452|10422
0.18189275296560176,Jasper|AL|35501|33.7962|-87.3169|33088
0.18192652248795096,Hebron|IN|46341|41.3155|-87.2088|10426
0.1819602952492722,Moody|AL|35004|33.6035|-86.4668|10427
0.1819940744885375,Raleigh|NC|27608|35.8077|-78.6463|489514
0.18202785372780278,Cardiff By The Sea|CA|92007|33.023|-117.2745|10429
0.18206163944501214,Plantsville|CT|06479|41.5797|-72.899|10431
0.18209543164016553,Eatonville|WA|98328|46.8708|-122.2696|10433
0.182129233552235,Upper Sandusky|OH|43351|40.8249|-83.2977|10436
0.18216303870327652,Norman|OK|73026|35.2343|-97.2914|113857
0.18219684709329007,Indian Head|MD|20640|38.454|-77.0528|10438
0.18223065872227562,Amelia Court House|VA|23002|37.3428|-77.9841|10439
0.1822644735902332,Indianapolis|IN|46231|39.7038|-86.3029|910148
0.18229829169716283,Berryville|AR|72616|36.3519|-93.5587|10441
0.18233213247689664,Henryetta|OK|74437|35.4622|-96.0122|10448
0.1823659797345745,Avon|CO|81620|39.6313|-106.5108|10450
0.18239983023122439,Thomasville|GA|31757|30.8536|-83.8883|34286
0.18243369044479035,Newton Falls|OH|44444|41.191|-80.9701|10454
0.18246755713630036,Pell City|AL|35125|33.5979|-86.3432|20653
0.18250142382781037,Mobile|AL|36604|30.682|-88.0678|270712
0.18253530023623646,Alexandria|IN|46001|40.2561|-85.6681|10459
0.18256917664466255,Highlands|TX|77562|29.8296|-95.0393|10459
0.18260305629206067,Naples|FL|34102|26.134|-81.7953|276002
0.1826369359394588,Magee|MS|39111|31.8495|-89.7503|10460
0.1826708155868569,Boyds|MD|20841|39.21|-77.3167|10460
0.18270469847322707,Sumner|WA|98390|47.2099|-122.228|10461
0.1827385943154853,Minden|NV|89423|39.0218|-119.7314|10465
0.18277249663568762,Des Moines|IA|50327|41.5815|-93.4848|222785
0.18280641515075005,Elkin|NC|28621|36.2872|-80.8554|10472
0.18284033366581248,Hailey|ID|83333|43.5239|-114.3064|10472
0.18287425541984695,Brandon|SD|57005|43.5926|-96.586|10473
0.18290818365182546,Brooklyn|MI|49230|42.1044|-84.2414|10475
0.18294212483969208,Waynesville|OH|45068|39.5285|-84.0815|10479
0.18297606926653073,Edinboro|PA|16412|41.8756|-80.1356|12197
0.1830100136933694,Williston Park|NY|11596|40.7592|-73.6449|10480
0.18304396135918008,Wareham|MA|02571|41.7541|-70.7116|10481
0.1830779252198509,Shawnee Mission|KS|66219|38.9553|-94.7799|370212
0.18311189879743778,Mount Gilead|OH|43338|40.5384|-82.8062|10489
0.18314587885296874,Middlebury|VT|05753|43.9919|-73.1716|10491
0.18317986862541577,La Grange|TX|78945|29.904|-96.886|10494
0.1832138616368348,Rockwell|NC|28138|35.5494|-80.4226|10495
0.18324786436516993,Topeka|KS|66607|39.0421|-95.6449|163415
0.18328187681042113,Moneta|VA|24121|37.1784|-79.6521|10501
0.18331588925567233,Bristow|OK|74010|35.8209|-96.3758|10501
0.1833499081788676,California|MD|20619|38.3006|-76.5312|10503
0.18338393681897894,Glendale|CA|91207|34.1649|-118.2451|172817
0.18341796545909028,Norwell|MA|02061|42.1596|-70.8217|10506
0.18345200057714567,Houston|TX|77003|29.7489|-95.3391|2906700
0.18348604217314513,Catskill|NY|12414|42.2276|-73.8985|10510
0.18352008376914458,Hawthorne|FL|32640|29.574|-82.1056|10510
0.18355415451589227,Lafayette Hill|PA|19444|40.0896|-75.2601|10519
0.18358822526263996,Warsaw|MO|65355|38.2502|-93.3373|10519
0.18362231220424777,Franklinville|NJ|08322|39.6156|-75.0409|10524
0.18365640562379965,Raymond|MS|39154|32.1961|-90.4753|10526
0.18369050552129557,White City|OR|97503|42.4319|-122.8296|10528
0.18372462485262364,Montrose|CO|81403|38.3602|-107.9381|32971
0.18375874742292375,Albertville|MN|55301|45.2534|-93.6469|10535
0.18379287647116793,Nashville|GA|31639|31.2074|-83.2319|10537
0.18382700875838412,Hanover|NH|03755|43.7045|-72.285|10538
0.1838611637184045,Gig Harbor|WA|98329|47.3786|-122.7|51325
0.18389532515636894,Santaquin|UT|84655|39.9737|-111.8037|10547
0.1839294865943334,Romeo|MI|48065|42.84|-83.0388|10547
0.18396365127126985,Milan|IL|61264|41.4262|-90.5739|10548
0.1839978159482063,Olyphant|PA|18447|41.4677|-75.6015|10548
0.1840319838641148,East Rockaway|NY|11518|40.6404|-73.6674|10549
0.18406615501899531,Greenville|SC|29601|34.8472|-82.406|201862
0.18410033912976392,Kansas City|MO|64137|38.9299|-94.5405|545147
0.1841345329574486,Gardnerville|NV|89410|38.8703|-119.6115|23793
0.1841687267851333,Orange Cove|CA|93646|36.6255|-119.3204|10557
0.18420293680767813,Lecanto|FL|34461|28.8197|-82.4641|10562
0.18423715654713904,Dardanelle|AR|72834|35.1955|-93.1873|10565
0.18427137628659995,Twin Lake|MI|49457|43.3414|-86.1633|10565
0.18430560574297694,Bridgeton|MO|63044|38.7506|-90.4161|10568
0.18433985139421408,Stuarts Draft|VA|24477|38.0144|-79.0298|10573
0.1843741067623673,Amherst|VA|24521|37.6027|-79.0506|10576
0.18440836860846455,Palmerton|PA|18071|40.817|-75.6011|10578
0.18444263369353384,Denton|TX|76207|33.2285|-97.1813|139552
0.18447690201757513,Franklin Lakes|NJ|07417|41.0081|-74.2113|10580
0.1845111768195605,Lake Wales|FL|33859|27.8774|-81.6221|37098
0.18454546457743398,Springfield|MO|65806|37.2031|-93.2971|219752
0.1845797588132515,La Salle|IL|61301|41.3442|-89.0955|10588
0.18461405628804106,Reading|PA|19611|40.325|-75.9442|213013
0.1846483634797467,Prosper|TX|75078|33.2362|-96.7954|10592
0.18468267714939637,Amarillo|TX|79103|35.1751|-101.7976|220580
0.18471700377493416,Tulsa|OK|74126|36.2383|-95.9931|413574
0.184751333639444,South Beloit|IL|61080|42.4837|-89.0298|10599
0.1847856732208699,Moultrie|GA|31788|31.0855|-83.6821|34219
0.1848200128022958,Morgantown|KY|42261|37.2002|-86.6859|10602
0.18485435886166574,Farmersville|CA|93223|36.3002|-119.2054|10604
0.18488871463795176,Lincoln Park|NJ|07035|40.9208|-74.2995|10607
0.18492308660909793,Lakeville|MA|02347|41.8374|-70.9582|10612
0.1849574618192161,Renton|WA|98057|47.4714|-122.2203|141407
0.18499185646316646,Succasunna|NJ|07876|40.8538|-74.6536|10619
0.1850262608240329,Lincoln University|PA|19352|39.7787|-75.8876|10622
0.18506067166284337,Walnut Cove|NC|27052|36.3189|-80.1484|10624
0.18509508250165385,Vashon|WA|98070|47.4259|-122.4644|10624
0.18512949981840837,Hazlehurst|MS|39083|31.8562|-90.4051|10626
0.1851639171351629,Little Ferry|NJ|07643|40.8493|-74.0405|10626
0.18519833769088945,Warren|RI|02885|41.7256|-71.2702|10627
0.1852327809194202,Tazewell|TN|37879|36.471|-83.5552|10634
0.18526722414795094,Bryan|TX|77808|30.8202|-96.3059|89322
0.1853016803323698,Spruce Pine|NC|28777|35.906|-82.0705|10638
0.18533614623370473,Buffalo|NY|14212|42.8946|-78.8245|564824
0.18537062185195574,South Brunswick|NC|28470|33.9637|-78.4064|10644
0.1854051039481508,Groton|MA|01450|42.6124|-71.5584|10646
0.18543959576126195,Stuart|FL|34996|27.1929|-80.2164|67021
0.18547408757437311,Crossville|TN|38572|35.8487|-85.1308|50276
0.18550857938748427,Lyons|IL|60534|41.813|-87.8236|10649
0.18554307443956744,Finksburg|MD|21048|39.4991|-76.9101|10650
0.1855775694916506,Ventnor City|NJ|08406|39.346|-74.4723|10650
0.18561208721653796,Edcouch|TX|78538|26.3328|-97.9622|10657
0.18564662437525747,Winfield|IL|60190|41.8744|-88.1516|10663
0.1856811744898651,Delphos|OH|45833|40.8336|-84.3247|10667
0.18571573108241676,Saint Louis|MI|48880|43.4278|-84.5952|10669
0.18575029091394046,Elizabethtown|NC|28337|34.6471|-78.5747|10670
0.18578486046238024,Melbourne Beach|FL|32951|28.0219|-80.5389|10673
0.18581943001082002,Andalusia|AL|36420|31.2971|-86.4905|19914
0.1858540125151479,Arizona City|AZ|85123|32.7452|-111.6033|10677
0.18588860149741984,Needville|TX|77461|29.4116|-95.8273|10679
0.18592320019660785,Dearborn|MI|48128|42.32|-83.2701|98153
0.18595781185168397,Camden|TN|38320|36.0556|-88.1119|10686
0.1859924364626482,Adel|GA|31620|31.1251|-83.4213|10690
0.18602706431258448,Macedon|NY|14502|43.0784|-77.3372|10691
0.18606169216252075,West Branch|MI|48661|44.279|-84.2286|10691
0.18609632649040106,Taneytown|MD|21787|39.6658|-77.1691|10693
0.1861309640572534,Stevensville|MI|49127|42.022|-86.5119|10694
0.18616561134102183,Morton|MS|39117|32.4029|-89.5949|10697
0.18620025862479025,Ashville|OH|43103|39.7316|-82.9446|10697
0.18623491238650272,Richland Center|WI|53581|43.3661|-90.4302|10699
0.18626956938718722,Bohemia|NY|11716|40.7678|-73.1163|10700
0.18630424258273184,Clay|NY|13041|43.1737|-76.1707|10705
0.18633892225622053,Oklahoma City|OK|73142|35.599|-97.6251|640470
0.18637361812456935,Bellbrook|OH|45305|39.6402|-84.0824|10712
0.18640832047086223,Chinle|AZ|86503|36.1304|-109.6037|10714
0.18644302605612711,Waterbury|CT|06710|41.5675|-73.0468|110372
0.18647773811933607,Farmington|NY|14425|42.958|-77.3083|10717
0.18651245342151707,Live Oak|CA|95953|39.2601|-121.6923|10718
0.18654717844061414,Williamsport|PA|17702|41.1943|-77.0547|55382
0.18658190669868321,Orange|VA|22960|38.2192|-78.0461|10722
0.18661664467366837,Duvall|WA|98019|47.725|-121.9369|10725
0.1866513891265976,Melvindale|MI|48122|42.2812|-83.1826|10727
0.18668613357952682,Lonoke|AR|72086|34.7832|-91.9214|10727
0.18672088127142805,Milton|WI|53563|42.7791|-88.9531|10728
0.1867556386802454,Sayre|PA|18840|41.9842|-76.5218|10731
0.18679041228392285,Stuttgart|AR|72160|34.4854|-91.5487|10736
0.18682519236554435,Monroeville|AL|36460|31.5153|-87.341|10738
0.18685997568613788,Katonah|NY|10536|41.2709|-73.6841|10739
0.18689476224570345,Pascagoula|MS|39567|30.5342|-88.4894|22335
0.18692955204424105,Dalhart|TX|79022|36.0732|-102.5177|10741
0.18696434184277866,Waterloo|NY|13165|42.9045|-76.8755|10741
0.18699913488028827,Centerville|MA|02632|41.6606|-70.3532|10742
0.18703392791779788,Black River Falls|WI|54615|44.2954|-90.8313|10742
0.1870687209553075,Mc Farland|WI|53558|43.0107|-89.2948|10742
0.18710351723178914,Sulphur|LA|70665|30.2009|-93.4437|38893
0.18713831674724282,Newport|OR|97365|44.6487|-124.0509|10744
0.1871731162626965,Salt Lake City|UT|84111|40.7548|-111.881|594043
0.1872079190171222,Holbrook|MA|02343|42.1464|-71.0083|10745
0.18724272177154788,Cincinnati|OH|45206|39.1269|-84.4853|795220
0.18727752452597357,Fairview|TN|37062|35.9755|-87.1321|10745
0.18731233699731534,Lake Dallas|TX|75065|33.1219|-97.0237|10748
0.18734715270762914,Harrisburg|PA|17113|40.239|-76.8416|165527
0.18738196841794294,Fayetteville|PA|17222|39.9065|-77.531|10749
0.18741678736722878,Seneca Falls|NY|13148|42.9094|-76.7925|10750
0.1874516160334307,Pine Bush|NY|12566|41.6178|-74.3263|10753
0.18748646089449272,Mantua|NJ|08051|39.787|-75.1785|10758
0.18752131871144287,Kalamazoo|MI|49007|42.3024|-85.5882|158937
0.18755617976736505,Saint Joseph|MO|64504|39.7076|-94.8677|87116
0.18759104730123127,Fairmont|NC|28340|34.472|-79.1407|10765
0.18762594398584576,Bradley|IL|60915|41.1454|-87.8601|10774
0.18766084714840428,Inwood|WV|25428|39.3701|-78.0242|10776
0.18769576326685092,Providence|RI|02903|41.82|-71.4158|203571
