SalesId,Date,RouteId,AirlineId,BookingsBusinessClass,UnitPriceBusinessClass(dollars),BookingsPremiumEconomyClass,UnitPricePremiumEconomyClass(dollars),BookingsEconomyClass,UnitPriceEconomyClass(dollars),Total
sales263,23-09-2020,r002,AA,4,187.44,2,180.44,27,178.44,5928.52
sales263,23-09-2020,r022,WN,1,642.96,22,635.96,38,633.96,38724.56
sales263,23-09-2020,r016,AA,6,1906.16,4,1899.16,29,1897.16,74051.24
sales263,23-09-2020,r023,WN,7,590.16,17,583.16,31,581.16,32060.8
sales264,24-09-2020,r023,WN,1,590.16,1,583.16,35,581.16,21513.92
sales264,24-09-2020,r020,G4,1,368.56,37,361.56,7,359.56,16263.2
sales264,24-09-2020,r018,G4,1,469.52,49,462.52,10,460.52,27738.2
sales264,24-09-2020,r003,G4,1,631.28,43,624.28,35,622.28,49255.12
sales265,25-09-2020,r017,WN,1,1678.48,20,1671.48,45,1669.48,110234.68
sales265,25-09-2020,r004,WN,1,932,46,925,41,923,81325
sales265,25-09-2020,r001,WN,1,1007.6,40,1000.6,25,998.6,65996.6
sales265,25-09-2020,r002,AA,4,187.44,2,180.44,27,178.44,5928.52
sales266,26-09-2020,r023,WN,1,590.16,1,583.16,35,581.16,21513.92
sales266,26-09-2020,r021,UA,24,590.16,28,583.16,44,581.16,56063.36
sales266,26-09-2020,r012,AA,6,780.24,18,773.24,22,771.24,35567.04
sales266,26-09-2020,r021,AA,1,631.28,36,624.28,30,622.28,41773.76
sales267,27-09-2020,r020,AA,3,642.96,26,635.96,30,633.96,37482.64
sales267,27-09-2020,r003,G4,1,631.28,46,624.28,26,622.28,45527.44
sales267,27-09-2020,r009,WN,1,242,30,235,35,233,15447
sales267,27-09-2020,r018,AA,7,469.52,18,462.52,43,460.52,31414.36
sales268,28-09-2020,r019,UA,15,1007.6,17,1000.6,23,998.6,55092
sales268,28-09-2020,r007,WN,1,58.8,33,51.8,26,49.8,3063
sales268,28-09-2020,r007,WN,1,58.8,40,51.8,45,49.8,4371.8
sales268,28-09-2020,r007,UA,26,58.8,2,51.8,18,49.8,2528.8
sales269,29-09-2020,r016,WN,1,1906.16,1,1899.16,27,1897.16,55028.64
sales269,29-09-2020,r008,AA,1,124.08,20,117.08,45,115.08,7644.28
sales269,29-09-2020,r013,G4,1,108.08,14,101.08,16,99.08,3108.48
sales269,29-09-2020,r012,UA,3,780.24,34,773.24,28,771.24,50225.6
sales270,30-09-2020,r008,WN,1,124.08,44,117.08,19,115.08,7462.12
sales270,30-09-2020,r013,UA,20,108.08,47,101.08,12,99.08,8101.32
sales270,30-09-2020,r017,WN,1,1678.48,14,1671.48,19,1669.48,56799.32
sales270,30-09-2020,r022,WN,7,642.96,20,635.96,125,633.96,96464.92
sales271,01-10-2020,r006,G4,1,677.04,16,670.04,8,668.04,16742
sales271,01-10-2020,r008,WN,1,124.08,17,117.08,43,115.08,7062.88
sales271,01-10-2020,r007,G4,1,58.8,5,51.8,9,49.8,766
sales271,01-10-2020,r023,AA,2,1687.92,29,1680.92,13,1678.92,73948.48
sales272,02-10-2020,r019,UA,10,1007.6,14,1000.6,30,998.6,54042.4
sales272,02-10-2020,r019,WN,1,1007.6,22,1000.6,7,998.6,30011
sales272,02-10-2020,r021,UA,24,590.16,28,583.16,44,581.16,56063.36
sales272,02-10-2020,r016,WN,2,1906.16,37,1899.16,21,1897.16,113921.6
sales273,03-10-2020,r005,G4,1,1687.92,6,1680.92,8,1678.92,25204.8
sales273,03-10-2020,r023,AA,7,1687.92,5,1680.92,30,1678.92,70587.64
sales273,03-10-2020,r007,UA,2,58.8,29,51.8,35,49.8,3362.8
sales273,03-10-2020,r013,WN,1,108.08,28,101.08,13,99.08,4226.36
sales274,04-10-2020,r009,UA,9,242,51,235,28,233,20687
sales274,04-10-2020,r022,UA,13,932,9,925,9,923,28748
sales274,04-10-2020,r019,AA,1,368.56,46,361.56,40,359.56,31382.72
sales274,04-10-2020,r020,UA,23,900.72,19,893.72,19,891.72,54639.92
sales275,05-10-2020,r006,WN,1,1534,12,1527,7,1525,30533
sales275,05-10-2020,r022,G4,1,642.96,8,635.96,39,633.96,30455.08
sales275,05-10-2020,r001,G4,1,368.56,26,361.56,28,359.56,19836.8
sales275,05-10-2020,r017,WN,1,1678.48,4,1671.48,16,1669.48,35076.08
sales276,06-10-2020,r002,UA,25,187.44,12,180.44,6,178.44,7921.92
sales276,06-10-2020,r017,UA,24,1678.48,51,1671.48,16,1669.48,152240.68
sales276,06-10-2020,r011,G4,1,176.4,3,169.4,34,167.4,6376.2
sales276,06-10-2020,r021,WN,1,900.72,24,893.72,8,891.72,29483.76
sales277,07-10-2020,r018,WN,1,469.52,18,462.52,34,460.52,24452.56
sales277,07-10-2020,r008,WN,1,124.08,2,117.08,37,115.08,4616.2
sales277,07-10-2020,r019,AA,1,368.56,46,361.56,40,359.56,31382.72
sales277,07-10-2020,r011,WN,1,176.4,38,169.4,23,167.4,10463.8
sales278,08-10-2020,r018,WN,1,469.52,27,462.52,11,460.52,18023.28
sales278,08-10-2020,r009,UA,8,242,40,235,15,233,14831
sales278,08-10-2020,r002,AA,2,187.44,44,180.44,7,178.44,9563.32
sales278,08-10-2020,r005,AA,1,1534,44,1527,38,1525,126672
sales279,09-10-2020,r006,WN,1,1534,39,1527,23,1525,96162
sales279,09-10-2020,r003,AA,7,162.8,3,155.8,7,153.8,2683.6
sales279,09-10-2020,r024,AA,1,677.04,12,670.04,37,668.04,33435
sales279,09-10-2020,r015,WN,2,1589.68,33,1582.68,7,1580.68,66472.56
sales280,10-10-2020,r017,G4,1,1678.48,18,1671.48,20,1669.48,65154.72
sales280,10-10-2020,r005,WN,1,162.8,26,155.8,31,153.8,8981.4
sales280,10-10-2020,r017,WN,1,1678.48,23,1671.48,37,1669.48,101893.28
sales280,10-10-2020,r011,WN,1,176.4,44,169.4,9,167.4,9136.6
sales281,11-10-2020,r019,WN,1,1007.6,31,1000.6,26,998.6,57989.8
sales281,11-10-2020,r014,AA,4,302.32,5,295.32,19,293.32,8258.96
sales281,11-10-2020,r013,UA,21,108.08,23,101.08,29,99.08,7467.84
sales281,11-10-2020,r016,AA,8,1906.16,20,1899.16,128,1897.16,296068.96
sales282,12-10-2020,r013,WN,1,108.08,3,101.08,37,99.08,4077.28
sales282,12-10-2020,r020,G4,1,368.56,18,361.56,10,359.56,10472.24
sales282,12-10-2020,r007,G4,1,58.8,20,51.8,22,49.8,2190.4
sales282,12-10-2020,r013,WN,1,108.08,13,101.08,8,99.08,2214.76
sales283,13-10-2020,r015,UA,3,1589.68,45,1582.68,22,1580.68,110764.6
sales283,13-10-2020,r014,G4,1,302.32,19,295.32,30,293.32,14713
sales283,13-10-2020,r016,AA,8,1906.16,20,1899.16,128,1897.16,296068.96
sales283,13-10-2020,r024,WN,2,631.28,24,624.28,38,622.28,39891.92
sales284,14-10-2020,r009,UA,17,242,19,235,25,233,14404
sales284,14-10-2020,r021,WN,1,900.72,35,893.72,28,891.72,57149.08
sales284,14-10-2020,r011,UA,7,176.4,20,169.4,125,167.4,25547.8
sales284,14-10-2020,r024,AA,1,677.04,12,670.04,37,668.04,33435
sales285,15-10-2020,r013,WN,1,108.08,13,101.08,8,99.08,2214.76
sales285,15-10-2020,r023,UA,18,162.8,45,155.8,10,153.8,11479.4
sales285,15-10-2020,r023,G4,1,590.16,18,583.16,39,581.16,33752.28
sales285,15-10-2020,r023,AA,3,1687.92,50,1680.92,44,1678.92,162982.24
sales286,16-10-2020,r007,AA,2,58.8,37,51.8,21,49.8,3080
sales286,16-10-2020,r003,UA,22,162.8,49,155.8,14,153.8,13369
sales286,16-10-2020,r007,WN,1,58.8,16,51.8,21,49.8,1933.4
sales286,16-10-2020,r013,AA,5,108.08,1,101.08,46,99.08,5199.16
sales287,17-10-2020,r006,G4,1,677.04,11,670.04,22,668.04,22744.36
sales287,17-10-2020,r018,AA,7,469.52,18,462.52,43,460.52,31414.36
sales287,17-10-2020,r020,G4,1,368.56,37,361.56,7,359.56,16263.2
sales287,17-10-2020,r008,AA,6,124.08,47,117.08,21,115.08,8663.92
sales288,18-10-2020,r022,G4,1,642.96,27,635.96,38,633.96,41904.36
sales288,18-10-2020,r024,WN,1,631.28,18,624.28,13,622.28,19957.96
sales288,18-10-2020,r011,UA,26,176.4,30,169.4,46,167.4,17368.8
sales288,18-10-2020,r015,WN,1,1589.68,48,1582.68,13,1580.68,98107.16
sales289,19-10-2020,r019,G4,1,1007.6,8,1000.6,10,998.6,18998.4
sales289,19-10-2020,r015,WN,2,1589.68,33,1582.68,7,1580.68,66472.56
sales289,19-10-2020,r014,G4,1,302.32,45,295.32,6,293.32,15351.64
sales289,19-10-2020,r005,AA,1,1534,50,1527,24,1525,114484
sales290,20-10-2020,r018,AA,2,469.52,42,462.52,26,460.52,32338.4
sales290,20-10-2020,r016,UA,7,1906.16,20,1899.16,128,1897.16,294162.8
sales290,20-10-2020,r015,UA,11,1589.68,13,1582.68,19,1580.68,68094.24
sales290,20-10-2020,r012,UA,11,780.24,35,773.24,35,771.24,62639.44
sales291,21-10-2020,r014,WN,1,302.32,20,295.32,15,293.32,10608.52
sales291,21-10-2020,r006,G4,1,677.04,16,670.04,8,668.04,16742
sales291,21-10-2020,r019,UA,15,1007.6,17,1000.6,23,998.6,55092
sales291,21-10-2020,r007,WN,1,58.8,13,51.8,29,49.8,2176.4
sales292,22-10-2020,r023,UA,11,162.8,2,155.8,30,153.8,6716.4
sales292,22-10-2020,r016,G4,1,1906.16,41,1899.16,21,1897.16,119612.08
sales292,22-10-2020,r017,WN,1,1678.48,14,1671.48,19,1669.48,56799.32
sales292,22-10-2020,r010,AA,7,613.52,34,606.52,18,604.52,35797.68
sales293,23-10-2020,r005,WN,1,162.8,19,155.8,12,153.8,4968.6
sales293,23-10-2020,r016,WN,1,1906.16,10,1899.16,45,1897.16,106269.96
sales293,23-10-2020,r008,G4,1,124.08,6,117.08,37,115.08,5084.52
sales293,23-10-2020,r012,WN,1,780.24,24,773.24,40,771.24,50187.6
sales294,24-10-2020,r005,AA,4,1534,23,1527,7,1525,51932
sales294,24-10-2020,r010,AA,3,613.52,1,606.52,15,604.52,11514.88
sales294,24-10-2020,r013,AA,4,108.08,31,101.08,15,99.08,5052
sales294,24-10-2020,r014,WN,1,302.32,20,295.32,15,293.32,10608.52
sales295,25-10-2020,r008,AA,4,124.08,38,117.08,42,115.08,9778.72
sales295,25-10-2020,r001,UA,28,631.28,32,624.28,7,622.28,42008.76
sales295,25-10-2020,r008,AA,1,124.08,20,117.08,45,115.08,7644.28
sales295,25-10-2020,r007,WN,2,58.8,49,51.8,23,49.8,3801.2
sales296,26-10-2020,r012,AA,8,780.24,48,773.24,32,771.24,68037.12
sales296,26-10-2020,r013,UA,13,108.08,4,101.08,32,99.08,4979.92
sales296,26-10-2020,r021,WN,1,900.72,35,893.72,28,891.72,57149.08
sales296,26-10-2020,r018,WN,1,469.52,30,462.52,44,460.52,34608
sales297,27-10-2020,r008,UA,19,124.08,6,117.08,41,115.08,7778.28
sales297,27-10-2020,r003,WN,1,590.16,45,583.16,19,581.16,37874.4
sales297,27-10-2020,r005,WN,1,162.8,8,155.8,33,153.8,6484.6
sales297,27-10-2020,r010,AA,1,613.52,10,606.52,35,604.52,27836.92
sales298,28-10-2020,r003,WN,1,590.16,5,583.16,39,581.16,26171.2
sales298,28-10-2020,r009,AA,7,242,42,235,15,233,15059
sales298,28-10-2020,r005,WN,1,162.8,19,155.8,12,153.8,4968.6
sales298,28-10-2020,r019,WN,1,1007.6,21,1000.6,14,998.6,36000.6
sales299,29-10-2020,r008,AA,2,124.08,11,117.08,25,115.08,4413.04
sales299,29-10-2020,r011,WN,1,176.4,26,169.4,10,167.4,6254.8
sales299,29-10-2020,r006,UA,1,677.04,40,670.04,34,668.04,50192
sales299,29-10-2020,r024,AA,6,677.04,39,670.04,13,668.04,38878.32
sales300,30-10-2020,r009,UA,7,242,19,235,128,233,35983
sales300,30-10-2020,r011,WN,1,176.4,37,169.4,30,167.4,11466.2
sales300,30-10-2020,r011,UA,2,176.4,6,169.4,22,167.4,5052
sales300,30-10-2020,r002,AA,7,187.44,26,180.44,10,178.44,7787.92
sales301,31-10-2020,r002,AA,8,187.44,17,180.44,31,178.44,10098.64
sales301,31-10-2020,r008,UA,11,124.08,7,117.08,7,115.08,2990
sales301,31-10-2020,r023,UA,19,162.8,21,155.8,27,153.8,10517.6
sales301,31-10-2020,r014,WN,1,302.32,23,295.32,7,293.32,9147.92
sales302,01-11-2020,r023,WN,1,590.16,49,583.16,10,581.16,34976.6
sales302,01-11-2020,r017,UA,24,1678.48,51,1671.48,16,1669.48,152240.68
sales302,01-11-2020,r021,WN,1,900.72,18,893.72,23,891.72,37497.24
sales302,01-11-2020,r003,G4,1,631.28,43,624.28,35,622.28,49255.12
sales303,02-11-2020,r011,WN,1,176.4,23,169.4,18,167.4,7085.8
sales303,02-11-2020,r008,AA,4,124.08,44,117.08,28,115.08,8870.08
sales303,02-11-2020,r018,WN,1,469.52,15,462.52,41,460.52,26288.64
sales303,02-11-2020,r022,UA,13,932,9,925,9,923,28748
sales304,03-11-2020,r004,WN,1,932,40,925,15,923,51777
sales304,03-11-2020,r024,AA,1,677.04,36,670.04,20,668.04,38159.28
sales304,03-11-2020,r001,UA,28,631.28,32,624.28,7,622.28,42008.76
sales304,03-11-2020,r011,AA,7,176.4,11,169.4,15,167.4,5609.2
sales305,04-11-2020,r009,G4,1,242,10,235,12,233,5388
sales305,04-11-2020,r019,G4,1,1007.6,8,1000.6,10,998.6,18998.4
sales305,04-11-2020,r021,WN,1,900.72,21,893.72,16,891.72,33936.36
sales305,04-11-2020,r007,G4,1,58.8,2,51.8,23,49.8,1307.8
sales306,05-11-2020,r005,AA,4,1534,23,1527,7,1525,51932
sales306,05-11-2020,r004,WN,1,932,1,925,26,923,25855
sales306,05-11-2020,r007,UA,3,58.8,5,51.8,11,49.8,983.2
sales306,05-11-2020,r011,UA,23,176.4,14,169.4,42,167.4,13459.6
sales307,06-11-2020,r022,WN,1,642.96,28,635.96,23,633.96,33030.92
sales307,06-11-2020,r020,G4,1,368.56,18,361.56,10,359.56,10472.24
sales307,06-11-2020,r012,UA,3,780.24,34,773.24,28,771.24,50225.6
sales307,06-11-2020,r009,WN,1,242,24,235,9,233,7979
sales308,07-11-2020,r015,UA,2,1589.68,34,1582.68,9,1580.68,71216.6
sales308,07-11-2020,r024,AA,2,677.04,42,670.04,6,668.04,33504
sales308,07-11-2020,r005,WN,1,162.8,5,155.8,40,153.8,7093.8
sales308,07-11-2020,r009,G4,1,242,10,235,12,233,5388
sales309,08-11-2020,r001,UA,4,631.28,8,624.28,24,622.28,22454.08
sales309,08-11-2020,r024,WN,1,631.28,18,624.28,13,622.28,19957.96
sales309,08-11-2020,r016,G4,1,1906.16,14,1899.16,6,1897.16,39877.36
sales309,08-11-2020,r012,WN,2,780.24,33,773.24,17,771.24,40188.48
sales310,09-11-2020,r024,G4,1,932,4,925,8,923,12016
sales310,09-11-2020,r001,G4,1,368.56,26,361.56,28,359.56,19836.8
sales310,09-11-2020,r005,WN,1,162.8,29,155.8,24,153.8,8372.2
sales310,09-11-2020,r015,WN,1,1589.68,18,1582.68,44,1580.68,99627.84
sales311,10-11-2020,r010,UA,7,613.52,19,606.52,127,604.52,92592.56
sales311,10-11-2020,r009,WN,1,242,23,235,16,233,9375
sales311,10-11-2020,r016,AA,1,1906.16,28,1899.16,12,1897.16,77848.56
sales311,10-11-2020,r017,AA,1,1678.48,26,1671.48,40,1669.48,111916.16
sales312,11-11-2020,r005,WN,1,162.8,20,155.8,46,153.8,10353.6
sales312,11-11-2020,r010,WN,1,613.52,7,606.52,33,604.52,24808.32
sales312,11-11-2020,r020,WN,1,368.56,32,361.56,7,359.56,14455.4
sales312,11-11-2020,r004,WN,1,932,46,925,41,923,81325
sales313,12-11-2020,r015,G4,1,1589.68,4,1582.68,6,1580.68,17404.48
sales313,12-11-2020,r002,WN,1,900.72,26,893.72,42,891.72,61589.68
sales313,12-11-2020,r011,WN,1,176.4,10,169.4,22,167.4,5553.2
sales313,12-11-2020,r018,AA,7,469.52,18,462.52,43,460.52,31414.36
sales314,13-11-2020,r005,WN,7,162.8,19,155.8,125,153.8,23324.8
sales314,13-11-2020,r016,AA,4,1906.16,1,1899.16,36,1897.16,77821.56
sales314,13-11-2020,r007,UA,7,58.8,20,51.8,128,49.8,7822
sales314,13-11-2020,r024,G4,1,932,1,925,22,923,22163
sales315,14-11-2020,r009,WN,1,242,30,235,35,233,15447
sales315,14-11-2020,r003,UA,15,162.8,6,155.8,34,153.8,8606
sales315,14-11-2020,r024,WN,1,631.28,42,624.28,37,622.28,49875.4
sales315,14-11-2020,r018,G4,1,469.52,28,462.52,20,460.52,22630.48
sales316,15-11-2020,r017,AA,8,1678.48,19,1671.48,22,1669.48,81914.52
sales316,15-11-2020,r001,WN,1,1007.6,39,1000.6,32,998.6,71986.2
sales316,15-11-2020,r011,G4,1,176.4,51,169.4,43,167.4,16014
sales316,15-11-2020,r009,UA,7,242,19,235,128,233,35983
sales317,16-11-2020,r003,AA,5,162.8,48,155.8,21,153.8,11522.2
sales317,16-11-2020,r017,UA,25,1678.48,27,1671.48,33,1669.48,142184.8
sales317,16-11-2020,r024,WN,1,631.28,36,624.28,11,622.28,29950.44
sales317,16-11-2020,r003,WN,1,590.16,15,583.16,10,581.16,15149.16
sales318,17-11-2020,r008,AA,4,124.08,44,117.08,28,115.08,8870.08
sales318,17-11-2020,r007,UA,26,58.8,2,51.8,18,49.8,2528.8
sales318,17-11-2020,r011,WN,1,176.4,20,169.4,25,167.4,7749.4
sales318,17-11-2020,r008,G4,8,124.08,20,117.08,128,115.08,18064.48
sales319,18-11-2020,r024,AA,2,677.04,42,670.04,6,668.04,33504
sales319,18-11-2020,r021,WN,1,900.72,8,893.72,20,891.72,25884.88
sales319,18-11-2020,r007,AA,3,58.8,28,51.8,42,49.8,3718.4
sales319,18-11-2020,r006,WN,1,1534,12,1527,7,1525,30533
sales320,19-11-2020,r015,WN,1,1589.68,17,1582.68,10,1580.68,44302.04
sales320,19-11-2020,r002,G4,1,642.96,31,635.96,42,633.96,46984.04
sales320,19-11-2020,r015,UA,2,1589.68,34,1582.68,9,1580.68,71216.6
sales320,19-11-2020,r005,WN,1,162.8,50,155.8,15,153.8,10259.8
sales321,20-11-2020,r023,G4,1,590.16,12,583.16,14,581.16,15724.32
sales321,20-11-2020,r019,UA,7,1007.6,49,1000.6,26,998.6,82046.2
sales321,20-11-2020,r024,G4,1,932,25,925,46,923,66515
sales321,20-11-2020,r017,UA,20,1678.48,24,1671.48,40,1669.48,140464.32
sales322,21-11-2020,r016,WN,2,1906.16,37,1899.16,21,1897.16,113921.6
sales322,21-11-2020,r016,G4,1,1906.16,17,1899.16,38,1897.16,106283.96
sales322,21-11-2020,r009,UA,17,242,19,235,25,233,14404
sales322,21-11-2020,r001,UA,25,631.28,16,624.28,44,622.28,53150.8
sales323,22-11-2020,r006,WN,1,1534,36,1527,31,1525,103781
sales323,22-11-2020,r010,G4,1,613.52,20,606.52,12,604.52,19998.16
sales323,22-11-2020,r015,WN,1,1589.68,41,1582.68,34,1580.68,120222.68
sales323,22-11-2020,r015,AA,7,1589.68,42,1582.68,36,1580.68,134504.8
sales324,23-11-2020,r014,G4,1,302.32,24,295.32,16,293.32,12083.12
sales324,23-11-2020,r012,WN,2,780.24,33,773.24,17,771.24,40188.48
sales324,23-11-2020,r021,UA,24,590.16,28,583.16,44,581.16,56063.36
sales324,23-11-2020,r019,WN,7,1007.6,19,1000.6,125,998.6,150889.6
sales325,24-11-2020,r010,G4,1,613.52,20,606.52,12,604.52,19998.16
sales325,24-11-2020,r008,WN,1,124.08,26,117.08,21,115.08,5584.84
sales325,24-11-2020,r002,G4,1,642.96,7,635.96,18,633.96,16505.96
sales325,24-11-2020,r005,AA,1,1534,44,1527,38,1525,126672
sales326,25-11-2020,r016,WN,1,1906.16,7,1899.16,12,1897.16,37966.2
sales326,25-11-2020,r014,AA,6,302.32,32,295.32,36,293.32,21823.68
sales326,25-11-2020,r016,G4,1,1906.16,9,1899.16,20,1897.16,56941.8
sales326,25-11-2020,r023,UA,10,162.8,42,155.8,17,153.8,10786.2
sales327,26-11-2020,r011,UA,2,176.4,6,169.4,22,167.4,5052
sales327,26-11-2020,r010,AA,4,613.52,37,606.52,11,604.52,31545.04
sales327,26-11-2020,r024,AA,1,677.04,36,670.04,20,668.04,38159.28
sales327,26-11-2020,r010,AA,3,613.52,40,606.52,45,604.52,53304.76
sales328,27-11-2020,r004,G4,1,187.44,26,180.44,18,178.44,8090.8
sales328,27-11-2020,r015,AA,2,1589.68,21,1582.68,46,1580.68,109126.92
sales328,27-11-2020,r014,AA,4,302.32,5,295.32,19,293.32,8258.96
sales328,27-11-2020,r017,UA,26,1678.48,22,1671.48,22,1669.48,117141.6
sales329,28-11-2020,r016,WN,1,1906.16,28,1899.16,44,1897.16,138557.68
sales329,28-11-2020,r024,G4,1,932,25,925,46,923,66515
sales329,28-11-2020,r005,WN,1,162.8,44,155.8,29,153.8,11478.2
sales329,28-11-2020,r002,AA,7,187.44,26,180.44,10,178.44,7787.92
sales330,29-11-2020,r021,WN,2,900.72,27,893.72,41,891.72,62492.4
sales330,29-11-2020,r013,AA,3,108.08,46,101.08,19,99.08,6856.44
sales330,29-11-2020,r001,UA,10,631.28,6,624.28,6,622.28,13792.16
sales330,29-11-2020,r018,AA,2,469.52,36,462.52,40,460.52,36010.56
sales331,30-11-2020,r017,G4,1,1678.48,18,1671.48,20,1669.48,65154.72
sales331,30-11-2020,r014,WN,1,302.32,23,295.32,7,293.32,9147.92
sales331,30-11-2020,r014,G4,1,302.32,51,295.32,31,293.32,24456.56
sales331,30-11-2020,r004,G4,1,187.44,26,180.44,18,178.44,8090.8
sales332,01-12-2020,r016,AA,3,1906.16,7,1899.16,22,1897.16,60750.12
sales332,01-12-2020,r015,WN,1,1589.68,41,1582.68,34,1580.68,120222.68
sales332,01-12-2020,r021,UA,28,590.16,4,583.16,20,581.16,30480.32
sales332,01-12-2020,r002,AA,1,187.44,5,180.44,20,178.44,4658.44
sales333,02-12-2020,r005,AA,1,1534,50,1527,24,1525,114484
sales333,02-12-2020,r015,G4,1,1589.68,28,1582.68,30,1580.68,93325.12
sales333,02-12-2020,r023,G4,1,590.16,21,583.16,25,581.16,27365.52
sales333,02-12-2020,r023,WN,1,590.16,26,583.16,11,581.16,22145.08
sales334,03-12-2020,r020,WN,1,368.56,17,361.56,42,359.56,21616.6
sales334,03-12-2020,r021,UA,28,590.16,4,583.16,20,581.16,30480.32
sales334,03-12-2020,r001,WN,1,1007.6,22,1000.6,27,998.6,49983
sales334,03-12-2020,r013,UA,21,108.08,23,101.08,29,99.08,7467.84
sales335,04-12-2020,r011,UA,6,176.4,33,169.4,39,167.4,13177.2
sales335,04-12-2020,r003,UA,15,162.8,6,155.8,34,153.8,8606
sales335,04-12-2020,r005,WN,1,162.8,50,155.8,15,153.8,10259.8
sales335,04-12-2020,r023,AA,7,1687.92,5,1680.92,30,1678.92,70587.64
sales336,05-12-2020,r007,WN,1,58.8,6,51.8,18,49.8,1266
sales336,05-12-2020,r010,WN,1,613.52,7,606.52,33,604.52,24808.32
sales336,05-12-2020,r005,UA,4,1534,36,1527,11,1525,77883
sales336,05-12-2020,r019,WN,1,1007.6,1,1000.6,17,998.6,18984.4
sales337,06-12-2020,r013,G4,1,108.08,14,101.08,16,99.08,3108.48
sales337,06-12-2020,r023,WN,1,590.16,14,583.16,39,581.16,31419.64
sales337,06-12-2020,r007,WN,7,58.8,19,51.8,128,49.8,7770.2
sales337,06-12-2020,r008,WN,1,124.08,26,117.08,21,115.08,5584.84
sales338,07-12-2020,r007,WN,1,58.8,34,51.8,19,49.8,2766.2
sales338,07-12-2020,r005,AA,4,1534,23,1527,7,1525,51932
sales338,07-12-2020,r016,WN,1,1906.16,7,1899.16,12,1897.16,37966.2
sales338,07-12-2020,r015,UA,27,1589.68,18,1582.68,46,1580.68,144120.88
sales339,08-12-2020,r005,AA,1,1534,50,1527,24,1525,114484
sales339,08-12-2020,r024,G4,1,932,22,925,14,923,34204
sales339,08-12-2020,r008,WN,1,124.08,5,117.08,30,115.08,4161.88
sales339,08-12-2020,r012,UA,11,780.24,35,773.24,35,771.24,62639.44
sales340,09-12-2020,r001,G4,1,368.56,5,361.56,36,359.56,15120.52
sales340,09-12-2020,r022,WN,1,642.96,1,635.96,6,633.96,5082.68
sales340,09-12-2020,r012,AA,6,780.24,18,773.24,22,771.24,35567.04
sales340,09-12-2020,r019,WN,1,1007.6,45,1000.6,6,998.6,52026.2
sales341,10-12-2020,r007,UA,7,58.8,20,51.8,128,49.8,7822
sales341,10-12-2020,r016,WN,1,1906.16,34,1899.16,29,1897.16,121495.24
sales341,10-12-2020,r016,G4,1,1906.16,9,1899.16,20,1897.16,56941.8
sales341,10-12-2020,r023,UA,18,162.8,45,155.8,10,153.8,11479.4
sales342,11-12-2020,r021,AA,5,631.28,9,624.28,13,622.28,16864.56
sales342,11-12-2020,r009,WN,1,242,3,235,19,233,5374
sales342,11-12-2020,r015,WN,2,1589.68,33,1582.68,7,1580.68,66472.56
sales342,11-12-2020,r011,WN,1,176.4,44,169.4,9,167.4,9136.6
sales343,12-12-2020,r001,AA,5,932,40,925,34,923,73042
sales343,12-12-2020,r006,G4,1,677.04,16,670.04,8,668.04,16742
sales343,12-12-2020,r022,AA,4,187.44,16,180.44,20,178.44,7205.6
sales343,12-12-2020,r023,WN,1,590.16,14,583.16,39,581.16,31419.64
sales344,13-12-2020,r015,UA,6,1589.68,10,1582.68,26,1580.68,66462.56
sales344,13-12-2020,r005,UA,14,1534,10,1527,10,1525,51996
sales344,13-12-2020,r023,WN,1,590.16,26,583.16,11,581.16,22145.08
sales344,13-12-2020,r021,UA,2,590.16,26,583.16,26,581.16,31452.64
sales345,14-12-2020,r021,WN,1,900.72,36,893.72,21,891.72,51800.76
sales345,14-12-2020,r016,G4,1,1906.16,20,1899.16,24,1897.16,85421.2
sales345,14-12-2020,r021,WN,1,900.72,36,893.72,21,891.72,51800.76
sales345,14-12-2020,r010,AA,7,613.52,34,606.52,18,604.52,35797.68
sales346,15-12-2020,r013,WN,2,108.08,43,101.08,17,99.08,6246.96
sales346,15-12-2020,r012,AA,8,780.24,42,773.24,46,771.24,74195.04
sales346,15-12-2020,r017,WN,1,1678.48,20,1671.48,45,1669.48,110234.68
sales346,15-12-2020,r003,WN,1,590.16,15,583.16,10,581.16,15149.16
sales347,16-12-2020,r011,UA,7,176.4,9,169.4,15,167.4,5270.4
sales347,16-12-2020,r005,UA,1,1534,20,1527,7,1525,42749
sales347,16-12-2020,r003,WN,1,590.16,12,583.16,17,581.16,17467.8
sales347,16-12-2020,r015,AA,2,1589.68,21,1582.68,46,1580.68,109126.92
sales348,17-12-2020,r001,UA,18,631.28,5,624.28,40,622.28,39375.64
sales348,17-12-2020,r005,WN,1,162.8,43,155.8,36,153.8,12399
sales348,17-12-2020,r009,WN,2,242,39,235,13,233,12678
sales348,17-12-2020,r010,WN,1,613.52,34,606.52,9,604.52,26675.88
sales349,18-12-2020,r011,G4,1,176.4,24,169.4,26,167.4,8594.4
sales349,18-12-2020,r008,G4,1,124.08,6,117.08,37,115.08,5084.52
sales349,18-12-2020,r023,AA,3,1687.92,50,1680.92,44,1678.92,162982.24
sales349,18-12-2020,r017,WN,1,1678.48,7,1671.48,41,1669.48,81827.52
sales350,19-12-2020,r003,G4,1,631.28,43,624.28,35,622.28,49255.12
sales350,19-12-2020,r011,UA,2,176.4,6,169.4,22,167.4,5052
