national_number,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,is_sublegendary,is_legendary,is_mythical
664,VI,Scatterbug,Kofukimushi,bug,,Scatterdust,50,50,0.3,2.5,255,3840,38,35,40,27,25,35,0,0,0
665,VI,Spewpa,Kofuurai,bug,,Scatterdust,50,50,0.3,8.4,120,3840,45,22,60,27,30,29,0,0,0
666,VI,Vivillon,Viviyon,bug,flying,Scale,50,50,1.2,17,45,3840,80,52,50,90,50,89,0,0,0
667,VI,Litleo,Shishiko,fire,normal,Lion Cub,11.2,88.8,0.6,13.5,220,5120,62,50,58,73,54,72,0,0,0
668,VI,Pyroar,Kaenjishi,fire,normal,Royal,11.2,88.8,1.5,81.5,65,5120,86,68,72,109,66,106,0,0,0
669,VI,Flabébé,Flabebe,fairy,,Single Bloom,0,100,0.1,0.1,225,5120,44,38,39,61,79,42,0,0,0
670,VI,Floette,Floette,fairy,,Fairy,0,100,0.2,0.9,120,5120,54,45,47,75,98,52,0,0,0
671,VI,Florges,Florges,fairy,,Garden,0,100,1.1,10,45,5120,78,65,68,112,154,75,0,0,0
672,VI,Skiddo,Meecle,grass,,Mount,50,50,0.9,31,200,5120,66,65,48,62,57,52,0,0,0
673,VI,Gogoat,Gogoat,grass,,Mount,50,50,1.7,91,45,5120,123,100,62,97,81,68,0,0,0
674,VI,Pancham,Yancham,fighting,,Playful,50.2,49.8,0.6,8,220,6400,67,82,62,46,48,43,0,0,0
675,VI,Pangoro,Goronda,fighting,dark,Daunting,50.2,49.8,2.1,136,65,6400,95,124,78,69,71,58,0,0,0
676,VI,Furfrou,Trimmien,normal,,Poodle,50,50,1.2,28,160,5120,75,80,60,65,90,102,0,0,0
677,VI,Espurr,Nyasper,psychic,,Restraint,50.2,49.8,0.3,3.5,190,5120,62,48,54,63,60,68,0,0,0
678,VI,Meowstic,Nyaonix,psychic,,Constraint,50,50,0.6,8.5,75,5120,74,48,76,83,81,104,0,0,0
679,VI,Honedge,Hitotsuki,steel,ghost,Sword,50.2,49.8,0.8,2,180,5120,45,80,100,35,37,28,0,0,0
680,VI,Doublade,Nidangill,steel,ghost,Sword,50.2,49.8,0.8,4.5,90,5120,59,110,150,45,49,35,0,0,0
681,VI,Aegislash,Gillgard,steel,ghost,Royal Sword,50.2,49.8,1.7,53,45,5120,60,50,140,50,140,60,0,0,0
682,VI,Spritzee,Shushupu,fairy,,Perfume,50.2,49.8,0.2,0.5,200,5120,78,52,60,63,65,23,0,0,0
683,VI,Aromatisse,Frefuwan,fairy,,Fragrance,50.2,49.8,0.8,15.5,140,5120,101,72,72,99,89,29,0,0,0
684,VI,Swirlix,Peroppafu,fairy,,Cotton Candy,50.2,49.8,0.4,3.5,200,5120,62,48,66,59,57,49,0,0,0
685,VI,Slurpuff,Peroream,fairy,,Meringue,50.2,49.8,0.8,5,140,5120,82,80,86,85,75,72,0,0,0
686,VI,Inkay,Maaiika,dark,psychic,Revolving,50.2,49.8,0.4,3.5,190,5120,53,54,53,37,46,45,0,0,0
687,VI,Malamar,Calamanero,dark,psychic,Overturning,50.2,49.8,1.5,47,80,5120,86,92,88,68,75,73,0,0,0
688,VI,Binacle,Kametete,rock,water,Two-Handed,50.2,49.8,0.5,31,120,5120,42,52,67,39,56,50,0,0,0
689,VI,Barbaracle,Gamenodes,rock,water,Collective,50.2,49.8,1.3,96,45,5120,72,105,115,54,86,68,0,0,0
690,VI,Skrelp,Kuzumo,poison,water,Mock Kelp,50.2,49.8,0.5,7.3,225,5120,50,60,60,60,60,30,0,0,0
691,VI,Dragalge,Dramidoro,poison,dragon,Mock Kelp,50.2,49.8,1.8,81.5,55,5120,65,75,90,97,123,44,0,0,0
692,VI,Clauncher,Udeppou,water,,Water Gun,50.2,49.8,0.5,8.3,225,3840,50,53,62,58,63,44,0,0,0
693,VI,Clawitzer,Bloster,water,,Howitzer,50.2,49.8,1.3,35.3,55,3840,71,73,88,120,89,59,0,0,0
694,VI,Helioptile,Erikiteru,electric,normal,Generator,50.2,49.8,0.5,6,190,5120,44,38,33,61,43,70,0,0,0
695,VI,Heliolisk,Elezard,electric,normal,Generator,50.2,49.8,1,21,75,5120,62,55,52,109,94,109,0,0,0
696,VI,Tyrunt,Chigoras,rock,dragon,Royal Heir,88.14,11.86,0.8,26,45,7680,58,89,77,45,45,48,0,0,0
697,VI,Tyrantrum,Gachigoras,rock,dragon,Despot,88.14,11.86,2.5,270,45,7680,82,121,119,69,59,71,0,0,0
698,VI,Amaura,Amarus,rock,ice,Tundra,88.14,11.86,1.3,25.2,45,7680,77,59,50,67,63,46,0,0,0
699,VI,Aurorus,Amaruruga,rock,ice,Tundra,88.14,11.86,2.7,225,45,7680,123,77,72,99,92,58,0,0,0
700,VI,Sylveon,Nymphia,fairy,,Intertwining,88.14,11.86,1,23.5,45,8960,95,65,65,110,130,60,0,0,0
701,VI,Hawlucha,Luchabull,fighting,flying,Wrestling,50.2,49.8,0.8,21.5,100,5120,78,92,75,74,63,118,0,0,0
702,VI,Dedenne,Dedenne,electric,fairy,Antenna,50.2,49.8,0.2,2.2,180,5120,67,58,57,81,67,101,0,0,0
703,VI,Carbink,Melecie,rock,fairy,Jewel,,,0.3,5.7,60,6400,50,50,150,50,150,50,0,0,0
704,VI,Goomy,Numera,dragon,,Soft Tissue,50.2,49.8,0.3,2.8,45,10240,45,50,35,55,75,40,0,0,0
705,VI,Sliggoo,Numeil,dragon,,Soft Tissue,50.2,49.8,0.8,17.5,45,10240,68,75,53,83,113,60,0,0,0
706,VI,Goodra,Numelgon,dragon,,Dragon,50.2,49.8,2,150.5,45,10240,90,100,70,110,150,80,0,0,0
707,VI,Klefki,Cleffy,steel,fairy,Key Ring,50.2,49.8,0.2,3,75,5120,57,80,91,80,87,75,0,0,0
708,VI,Phantump,Bokurei,ghost,grass,Stump,50.2,49.8,0.4,7,120,5120,43,70,48,50,60,38,0,0,0
709,VI,Trevenant,Ohrot,ghost,grass,Elder Tree,50.2,49.8,1.5,71,60,5120,85,110,76,65,82,56,0,0,0
710,VI,Pumpkaboo,Bakeccha,ghost,grass,Pumpkin,50.2,49.8,0.4,5,120,5120,49,66,70,44,55,51,0,0,0
711,VI,Gourgeist,Pumpjin,ghost,grass,Pumpkin,50.2,49.8,0.9,12.5,60,5120,65,90,122,58,75,84,0,0,0
712,VI,Bergmite,Kachikohru,ice,,Ice Chunk,50.2,49.8,1,99.5,190,5120,55,69,85,32,35,28,0,0,0
713,VI,Avalugg,Crebase,ice,,Iceberg,50.2,49.8,2,505,55,5120,95,117,184,44,46,28,0,0,0
714,VI,Noibat,Onbat,flying,dragon,Sound Wave,50.2,49.8,0.5,8,190,5120,40,30,35,45,40,55,0,0,0
715,VI,Noivern,Onvern,flying,dragon,Sound Wave,50.2,49.8,1.5,85,45,5120,85,70,80,97,80,123,0,0,0
716,VI,Xerneas,Xerneas,fairy,,Life,,,3,215,45,30720,126,131,95,131,98,99,0,1,0
717,VI,Yveltal,Yveltal,dark,flying,Destruction,,,5.8,203,45,30720,126,131,95,131,98,99,0,1,0
718,VI,Zygarde,Zygarde,dragon,ground,Order,,,5,305,3,30720,108,100,121,81,95,95,0,1,0
719,VI,Diancie,Diancie,rock,fairy,Jewel,,,0.7,8.8,3,6400,50,100,150,100,150,50,0,0,1
720,VI,Hoopa,Hoopa ,psychic,ghost,Mischief,,,0.5,9,3,30720,80,110,60,150,130,70,0,0,1
721,VI,Volcanion,Volcanion,fire,water,Steam,,,1.7,195,3,30720,80,110,120,130,90,70,0,0,1
722,VII,Rowlet,Mokuroh,grass,flying,Grass Quill,88.14,11.86,0.3,1.5,45,3840,68,55,55,50,50,42,0,0,0
723,VII,Dartrix,Fukuthrow,grass,flying,Blade Quill,88.14,11.86,0.7,16,45,3840,78,75,75,70,70,52,0,0,0
724,VII,Decidueye,Junaiper,grass,ghost,Arrow Quill,88.14,11.86,1.6,36.6,45,3840,78,107,75,100,100,70,0,0,0
725,VII,Litten,Nyabby,fire,,Fire Cat,88.14,11.86,0.4,4.3,45,3840,45,65,40,60,40,70,0,0,0
726,VII,Torracat,Nyaheat,fire,,Fire Cat,88.14,11.86,0.7,25,45,3840,65,85,50,80,50,90,0,0,0
727,VII,Incineroar,Gaogaen,fire,dark,Heel,88.14,11.86,1.8,83,45,3840,95,115,90,80,90,60,0,0,0
728,VII,Popplio,Ashimari,water,,Sea Lion,88.14,11.86,0.4,7.5,45,3840,50,54,54,66,56,40,0,0,0
729,VII,Brionne,Osyamari,water,,Pop Star,88.14,11.86,0.6,17.5,45,3840,60,69,69,91,81,50,0,0,0
730,VII,Primarina,Ashirene,water,fairy,Soloist,88.14,11.86,1.8,44,45,3840,80,74,74,126,116,60,0,0,0
731,VII,Pikipek,Tsutsukera,normal,flying,Woodpecker,50,50,0.3,1.2,255,3840,35,75,30,30,30,65,0,0,0
732,VII,Trumbeak,Kerarappa,normal,flying,Bugle Beak,50,50,0.6,14.8,120,3840,55,85,50,40,50,75,0,0,0
733,VII,Toucannon,Dodekabashi,normal,flying,Cannon,50,50,1.1,26,45,3840,80,120,75,75,75,60,0,0,0
734,VII,Yungoos,Youngoose,normal,,Loitering,50,50,0.4,6,255,3840,48,70,30,30,30,45,0,0,0
735,VII,Gumshoos,Dekagoose,normal,,Stakeout,50,50,0.7,14.2,127,3840,88,110,60,55,60,45,0,0,0
736,VII,Grubbin,Agojimushi,bug,,Larva,50.2,49.8,0.4,4.4,255,3840,47,62,45,55,45,46,0,0,0
737,VII,Charjabug,Dendimushi,bug,electric,Battery,50.2,49.8,0.5,10.5,120,3840,57,82,95,55,75,36,0,0,0
738,VII,Vikavolt,Kuwagannon,bug,electric,Stag Beetle,50.2,49.8,1.5,45,45,3840,77,70,90,145,75,43,0,0,0
739,VII,Crabrawler,Makenkani,fighting,,Boxing,50,50,0.6,7,225,5120,47,82,57,42,47,63,0,0,0
740,VII,Crabominable,Kekenkani,fighting,ice,Woolly Crab,50,50,1.7,180,60,5120,97,132,77,62,67,43,0,0,0
741,VII,Oricorio,Odoridori,fire,flying,Dancing,24.6,75.4,0.6,3.4,45,5120,75,70,70,98,70,93,0,0,0
742,VII,Cutiefly,Abuly,bug,fairy,Bee Fly,50.2,49.8,0.1,0.2,190,5120,40,45,40,55,40,84,0,0,0
743,VII,Ribombee,Aburibbon,bug,fairy,Bee Fly,50.2,49.8,0.2,0.5,75,5120,60,55,60,95,70,124,0,0,0
744,VII,Rockruff,Iwanko,rock,,Puppy,50.2,49.8,0.5,9.2,190,3840,45,65,40,30,40,60,0,0,0
745,VII,Lycanroc,Lugarugan,rock,,Wolf,50.2,49.8,0.8,25,90,3840,75,115,65,55,65,112,0,0,0
746,VII,Wishiwashi,Yowashi,water,,Small Fry,50.2,49.8,0.2,0.3,60,3840,45,20,20,25,25,40,0,0,0
747,VII,Mareanie,Hidoide,poison,water,Brutal Star,50.2,49.8,0.4,8,190,5120,50,53,62,43,52,45,0,0,0
748,VII,Toxapex,Dohidoide,poison,water,Brutal Star,50.2,49.8,0.7,14.5,75,5120,50,63,152,53,142,35,0,0,0
749,VII,Mudbray,Dorobanko,ground,,Donkey,50.2,49.8,1,110,190,5120,70,100,70,45,55,45,0,0,0
750,VII,Mudsdale,Banbadoro,ground,,Draft Horse,50.2,49.8,2.5,920,60,5120,100,125,100,55,85,35,0,0,0
751,VII,Dewpider,Shizukumo,water,bug,Water Bubble,50.2,49.8,0.3,4,200,3840,38,40,52,40,72,27,0,0,0
752,VII,Araquanid,Onishizukumo,water,bug,Water Bubble,50.2,49.8,1.8,82,100,3840,68,70,92,50,132,42,0,0,0
753,VII,Fomantis,Karikiri,grass,,Sickle Grass,50.2,49.8,0.3,1.5,190,5120,40,55,35,50,35,35,0,0,0
754,VII,Lurantis,Lalantes,grass,,Bloom Sickle,50.2,49.8,0.9,18.5,75,5120,70,105,90,80,90,45,0,0,0
755,VII,Morelull,Nemasyu,grass,fairy,Illuminating,50.2,49.8,0.2,1.5,190,5120,40,35,55,65,75,15,0,0,0
756,VII,Shiinotic,Mashade,grass,fairy,Illuminating,50.2,49.8,1,11.5,75,5120,60,45,80,90,100,30,0,0,0
757,VII,Salandit,Yatoumori,poison,fire,Toxic Lizard,88.14,11.86,0.6,4.8,120,5120,48,44,40,71,40,77,0,0,0
758,VII,Salazzle,Ennewt,poison,fire,Toxic Lizard,0,100,1.2,22.2,45,5120,68,64,60,111,60,117,0,0,0
759,VII,Stufful,Nuikoguma,normal,fighting,Flailing,50.2,49.8,0.5,6.8,140,3840,70,75,50,45,50,50,0,0,0
760,VII,Bewear,Kiteruguma,normal,fighting,Strong Arm,50.2,49.8,2.1,135,70,3840,120,125,80,55,60,60,0,0,0
761,VII,Bounsweet,Amakaji,grass,,Fruit,0,100,0.3,3.2,235,5120,42,30,38,30,38,32,0,0,0
762,VII,Steenee,Amamaiko,grass,,Fruit,0,100,0.7,8.2,120,5120,52,40,48,40,48,62,0,0,0
763,VII,Tsareena,Amajo,grass,,Fruit,0,100,1.2,21.4,45,5120,72,120,98,50,98,72,0,0,0
764,VII,Comfey,Cuwawa,fairy,,Posy Picker,24.9,75.1,0.1,0.3,60,5120,51,52,90,82,110,100,0,0,0
765,VII,Oranguru,Yareyuutan,normal,psychic,Sage,50.2,49.8,1.5,76,45,5120,90,60,80,90,110,60,0,0,0
766,VII,Passimian,Nagetukesaru,fighting,,Teamwork,50.2,49.8,2,82.8,45,5120,100,120,90,40,60,80,0,0,0
767,VII,Wimpod,Kosokumushi,bug,water,Turn Tail,50.2,49.8,0.5,12,90,5120,25,35,40,20,30,80,0,0,0
768,VII,Golisopod,Gusokumusha,bug,water,Hard Scale,50.2,49.8,2,108,45,5120,75,125,140,60,90,40,0,0,0
769,VII,Sandygast,Sunaba,ghost,ground,Sand Heap,50.2,49.8,0.5,70,140,3840,55,55,80,70,45,15,0,0,0
770,VII,Palossand,Sirodethna,ghost,ground,Sand Castle,50.2,49.8,1.3,250,60,3840,85,75,110,100,75,35,0,0,0
771,VII,Pyukumuku,Namakobushi,water,,Sea Cucumber,50.2,49.8,0.3,1.2,60,3840,55,60,130,30,130,5,0,0,0
772,VII,Type: Null,Type: Null,normal,,Synthetic,,,1.9,120.5,3,30720,95,95,95,95,95,59,1,0,0
773,VII,Silvally,Silvady,normal,,Synthetic,,,2.3,100.5,3,30720,95,95,95,95,95,95,1,0,0
774,VII,Minior,Meteno,rock,flying,Meteor,,,0.3,40,30,6400,60,60,100,60,100,60,0,0,0
775,VII,Komala,Nekkoara,normal,,Drowsing,50,50,0.4,19.9,45,5120,65,115,65,75,95,65,0,0,0
776,VII,Turtonator,Bakugames,fire,dragon,Blast Turtle,50.2,49.8,2,212,70,5120,60,78,135,91,85,36,0,0,0
777,VII,Togedemaru,Togedemaru,electric,steel,Roly-Poly,50.2,49.8,0.3,3.3,180,2560,65,98,63,40,73,96,0,0,0
778,VII,Mimikyu,Mimikkyu,ghost,fairy,Disguise,50.2,49.8,0.2,0.7,45,5120,55,90,80,50,105,96,0,0,0
779,VII,Bruxish,Hagigishiri,water,psychic,Gnash Teeth,50,50,0.9,19,80,3840,68,105,70,70,70,92,0,0,0
780,VII,Drampa,Jijilong,normal,dragon,Placid,50.2,49.8,3,185,70,5120,78,60,85,135,91,36,0,0,0
781,VII,Dhelmise,Dadarin,ghost,grass,Sea Creeper,,,3.9,210,25,6400,70,131,100,86,90,40,0,0,0
782,VII,Jangmo-o,Jyarako,dragon,,Scaly,50.2,49.8,0.6,29.7,45,10240,45,55,65,45,45,45,0,0,0
783,VII,Hakamo-o,Jyarango,dragon,fighting,Scaly,50.2,49.8,1.2,47,45,10240,55,75,90,65,70,65,0,0,0
784,VII,Kommo-o,Jyararanga,dragon,fighting,Scaly,50.2,49.8,1.6,78.2,45,10240,75,110,125,100,105,85,0,0,0
785,VII,Tapu Koko,Kapu-kokeko,electric,fairy,Land Spirit,,,1.8,20.5,3,3840,70,115,85,95,75,130,1,0,0
786,VII,Tapu Lele,Kapu-tetefu,psychic,fairy,Land Spirit,,,1.2,18.6,3,3840,70,85,75,130,115,95,1,0,0
787,VII,Tapu Bulu,Kapu-bulul,grass,fairy,Land Spirit,,,1.9,45.5,3,3840,70,130,115,85,95,75,1,0,0
788,VII,Tapu Fini,Kapu-rehire,water,fairy,Land Spirit,,,1.3,21.2,3,3840,70,75,115,95,130,85,1,0,0
789,VII,Cosmog,Cosmog,psychic,,Nebula,,,0.2,0.1,45,30720,43,29,31,29,31,37,0,1,0
790,VII,Cosmoem,Cosmovum,psychic,,Protostar,,,0.1,999.9,45,30720,43,29,131,29,131,37,0,1,0
791,VII,Solgaleo,Solgaleo,psychic,steel,Sunne,,,3.4,230,45,30720,137,137,107,113,89,97,0,1,0
792,VII,Lunala,Lunala,psychic,ghost,Moone,,,4,120,45,30720,137,113,89,137,107,97,0,1,0
793,VII,Nihilego,Uturoid,rock,poison,Parasite,,,1.2,55.5,45,30720,109,53,47,127,131,103,1,0,0
794,VII,Buzzwole,Massivoon,bug,fighting,Swollen,,,2.4,333.6,45,30720,107,139,139,53,53,79,1,0,0
795,VII,Pheromosa,Pheroache,bug,fighting,Lissome,,,1.8,25,45,30720,71,137,37,137,37,151,1,0,0
796,VII,Xurkitree,Denjyumoku,electric,,Glowing,,,3.8,100,45,30720,83,89,71,173,71,83,1,0,0
797,VII,Celesteela,Tekkaguya,steel,flying,Launch,,,9.2,999.9,45,30720,97,101,103,107,101,61,1,0,0
798,VII,Kartana,Kamiturugi,grass,steel,Drawn Sword,,,0.3,0.1,45,30720,59,181,131,59,31,109,1,0,0
799,VII,Guzzlord,Akuziking,dark,dragon,Junkivore,,,5.5,888,45,30720,223,101,53,97,53,43,1,0,0
800,VII,Necrozma,Necrozma,psychic,psychic,Prism,,,2.4,230,255,30720,97,107,101,127,89,79,0,1,0
801,VII,Magearna,Magearna,steel,fairy,Artificial,,,1,80.5,3,30720,80,95,115,130,115,65,0,0,1
802,VII,Marshadow,Marshadow,fighting,ghost,Gloomdweller,,,0.7,22.2,3,30720,90,125,80,90,90,125,0,0,1
803,VII,Poipole,Bevenom,poison,,Poison Pin,,,0.6,1.8,45,30720,67,73,67,73,67,73,1,0,0
804,VII,Naganadel,Agoyon,poison,dragon,Poison Pin,,,3.6,150,45,30720,73,73,73,127,73,121,1,0,0
805,VII,Stakataka,Tsundetsunde,rock,steel,Rampart,,,5.5,820,30,30720,61,131,211,53,101,13,1,0,0
806,VII,Blacephalon,Zugadon,fire,ghost,Fireworks,,,1.8,13,30,30720,53,127,53,151,79,107,1,0,0
807,VII,Zeraora,Zeraora,electric,,Thunderclap,,,1.5,44.5,3,30720,88,112,75,102,80,143,0,0,1
808,VII,Meltan,Meltan,steel,,Hex Nut,,,0.2,8,3,30720,46,65,65,55,35,34,0,0,1
809,VII,Melmetal,Melmetal,steel,,Hex Nut,,,2.5,800,3,30720,135,143,143,80,65,34,0,0,0
810,VIII,Grookey,Sarunori,grass,,Chimp,88.14,11.86,0.3,5,45,5120,50,65,50,40,40,65,0,0,0
811,VIII,Thwackey,Bachinki,grass,,Beat,88.14,11.86,0.7,14,45,5120,70,85,70,55,60,80,0,0,0
812,VIII,Rillaboom,Gorilander,grass,,Drummer,88.14,11.86,2.1,90,45,5120,100,125,90,60,70,85,0,0,0
813,VIII,Scorbunny,Hibanny,fire,,Rabbit,88.14,11.86,0.3,4.5,45,5120,50,71,40,40,40,69,0,0,0
814,VIII,Raboot,Rabbifoot,fire,,Rabbit,88.14,11.86,0.6,9,45,5120,65,86,60,55,60,94,0,0,0
815,VIII,Cinderace,Aceburn,fire,,Striker,88.14,11.86,1.4,33,45,5120,80,116,75,65,75,119,0,0,0
816,VIII,Sobble,Messon,water,,Water Lizard,88.14,11.86,0.3,4,45,5120,50,40,40,70,40,70,0,0,0
817,VIII,Drizzile,Jimeleon,water,,Water Lizard,88.14,11.86,0.7,11.5,45,5120,65,60,55,95,55,90,0,0,0
818,VIII,Inteleon,Inteleon,water,,Secret Agent,88.14,11.86,1.9,45.2,45,5120,70,85,65,125,65,120,0,0,0
819,VIII,Skwovet,Hoshigarisu,normal,,Cheeky,50.2,49.8,0.3,2.5,255,5120,70,55,55,35,35,25,0,0,0
820,VIII,Greedent,Yokubarisu,normal,,Greedy,50.2,49.8,0.6,6,90,5120,120,95,95,55,75,20,0,0,0
821,VIII,Rookidee,Kokogara,flying,,Tiny Bird,50.2,49.8,0.2,1.8,255,3840,38,47,35,33,35,57,0,0,0
822,VIII,Corvisquire,Aogarasu,flying,,Raven,50.2,49.8,0.8,16,120,3840,68,67,55,43,55,77,0,0,0
823,VIII,Corviknight,Armorga,flying,steel,Raven,50.2,49.8,2.2,75,45,3840,98,87,105,53,85,67,0,0,0
824,VIII,Blipbug,Satchimushi,bug,,Larva,50.2,49.8,0.4,8,255,3840,25,20,20,25,45,45,0,0,0
825,VIII,Dottler,Redomushi,bug,psychic,Radome,50.2,49.8,0.4,19.5,120,3840,50,35,80,50,90,30,0,0,0
826,VIII,Orbeetle,Iorofu,bug,psychic,Seven Spot,50.2,49.8,0.4,40.8,45,3840,60,45,110,80,120,90,0,0,0
827,VIII,Nickit,Kusune,dark,,Fox,50.2,49.8,0.6,8.9,255,3840,40,28,28,47,52,50,0,0,0
828,VIII,Thievul,Fokusurai,dark,,Fox,50.2,49.8,1.2,19.9,127,3840,70,58,58,87,92,90,0,0,0
829,VIII,Gossifleur,Himenka,grass,,Flowering,50.2,49.8,0.4,2.2,190,5120,40,40,60,40,60,10,0,0,0
830,VIII,Eldegoss,Watashiraga,grass,,Cotton Bloom,50.2,49.8,0.5,2.5,75,5120,60,50,90,80,120,60,0,0,0
831,VIII,Wooloo,Wooloo,normal,,Sheep,50.2,49.8,0.6,6,255,3840,42,40,55,40,45,48,0,0,0
832,VIII,Dubwool,Baiwooloo,normal,,Sheep,50.2,49.8,1.3,43,127,3840,72,80,100,60,90,88,0,0,0
833,VIII,Chewtle,Kamukame,water,,Snapping,50.2,49.8,0.3,8.5,255,5120,50,64,50,38,38,44,0,0,0
834,VIII,Drednaw,Kajiragame,water,rock,Bite,50.2,49.8,1,115.5,75,5120,90,115,90,48,68,74,0,0,0
835,VIII,Yamper,Wanpachi,electric,,Puppy,50.2,49.8,0.3,13.5,255,5120,59,45,50,40,50,26,0,0,0
836,VIII,Boltund,Pulsewan,electric,,Dog,50.2,49.8,1,34,45,5120,69,90,60,90,60,121,0,0,0
837,VIII,Rolycoly,Tandon,rock,,Coal,50.2,49.8,0.3,12,255,3840,30,40,50,40,50,30,0,0,0
838,VIII,Carkol,Troggon,rock,fire,Coal,50.2,49.8,1.1,78,120,3840,80,60,90,60,70,50,0,0,0
839,VIII,Coalossal,Sekitanzan,rock,fire,Coal,50.2,49.8,2.8,310.5,45,3840,110,80,120,80,90,30,0,0,0
840,VIII,Applin,Kajitchu,grass,dragon,Apple Core,50.2,49.8,0.2,0.5,255,5120,40,40,80,40,40,20,0,0,0
841,VIII,Flapple,Appryu,grass,dragon,Apple Wing,50.2,49.8,0.3,1,45,5120,70,110,80,95,60,70,0,0,0
842,VIII,Appletun,Tarupple,grass,dragon,Apple Nectar,50.2,49.8,0.4,13,45,5120,110,85,80,100,80,30,0,0,0
843,VIII,Silicobra,Snahebi,ground,,Sand Snake,50.2,49.8,2.2,7.6,255,5120,52,57,75,35,50,46,0,0,0
844,VIII,Sandaconda,Sadaija,ground,,Sand Snake,50.2,49.8,3.8,65.5,120,5120,72,107,125,65,70,71,0,0,0
845,VIII,Cramorant,Uu,flying,water,Gulp,50.2,49.8,0.8,18,45,5120,70,85,55,85,95,85,0,0,0
846,VIII,Arrokuda,Sashikamasu,water,,Rush,50.2,49.8,0.5,1,255,5120,41,63,40,40,30,66,0,0,0
847,VIII,Barraskewda,Kamasujoo,water,,Skewer,50.2,49.8,1.3,30,60,5120,61,123,60,60,50,136,0,0,0
848,VIII,Toxel,Elezun,electric,poison,Baby,50.2,49.8,0.4,11,75,6400,40,38,35,54,35,40,0,0,0
849,VIII,Toxtricity,Sutorinda,electric,poison,Punk,50.2,49.8,1.6,40,45,6400,75,98,70,114,70,75,0,0,0
850,VIII,Sizzlipede,Yakuda,fire,bug,Radiator,50.2,49.8,0.7,1,190,5120,50,65,45,50,50,45,0,0,0
851,VIII,Centiskorch,Maruyakude,fire,bug,Radiator,50.2,49.8,3,120,75,5120,100,115,65,90,90,65,0,0,0
852,VIII,Clobbopus,Tatakko,fighting,,Tantrum,50.2,49.8,0.6,4,180,6400,50,68,60,50,50,32,0,0,0
853,VIII,Grapploct,Otosupasu,fighting,,Jujitsu,50.2,49.8,1.6,39,45,6400,80,118,90,70,80,42,0,0,0
854,VIII,Sinistea,Yabacha,ghost,,Black Tea,,,0.1,0.2,120,5120,40,45,45,74,54,50,0,0,0
855,VIII,Polteageist,Potdesu,ghost,,Black Tea,,,0.2,0.4,60,5120,60,65,65,134,114,70,0,0,0
856,VIII,Hatenna,Miburimu,psychic,,Calm,0,100,0.4,3.4,235,5120,42,30,45,56,53,39,0,0,0
857,VIII,Hattrem,Teburiumu,psychic,,Serene,0,100,0.6,4.8,120,5120,57,40,65,86,73,49,0,0,0
858,VIII,Hatterene,Burimuon,psychic,fairy,Silent,0,100,2.1,5.1,45,5120,57,90,95,136,103,29,0,0,0
859,VIII,Impidimp,Berobar,dark,fairy,Wily,100,0,0.4,5.5,255,5120,45,45,30,55,40,50,0,0,0
860,VIII,Morgrem,Gimoo,dark,fairy,Devious,100,0,0.8,12.5,120,5120,65,60,45,75,55,70,0,0,0
861,VIII,Grimmsnarl,Ooronge,dark,fairy,Bulk Up,100,0,1.5,61,45,5120,95,120,65,95,75,60,0,0,0
862,VIII,Obstagoon,Tachifusaguma,dark,normal,Blocking,50.2,49.8,1.6,46,45,3840,93,90,101,60,81,95,0,0,0
863,VIII,Perrserker,Nyaking,steel,,Viking,50.2,49.8,0.8,28,90,5120,70,110,100,50,60,50,0,0,0
864,VIII,Cursola,Sanigon,ghost,,Coral,24.9,75.1,1,0.4,30,5120,60,95,50,145,130,30,0,0,0
865,VIII,Sirfetch'd,Neginite,fighting,,Wild Duck,50.2,49.8,0.8,117,45,5120,62,135,95,68,82,65,0,0,0
866,VIII,Mr. Rime,Barikoru,ice,psychic,Comedian,50.2,49.8,1.5,58.2,45,6400,80,85,75,110,100,70,0,0,0
867,VIII,Runerigus,Desuburn,ground,ghost,Grudge,50.2,49.8,1.6,66.6,90,6400,58,95,145,50,105,30,0,0,0
868,VIII,Milcery,Mahomil,fairy,,Cream,0,100,0.2,0.3,200,5120,45,40,40,50,61,34,0,0,0
869,VIII,Alcremie,Mahwhip,fairy,,Cream,0,100,0.3,0.5,100,5120,65,60,75,110,121,64,0,0,0
870,VIII,Falinks,Tairetsu,fighting,,Formation,,,3,62,45,6400,65,100,100,70,60,75,0,0,0
871,VIII,Pincurchin,Bachinuni,electric,,Sea Urchin,50.2,49.8,0.3,1,75,5120,48,101,95,91,85,15,0,0,0
872,VIII,Snom,Yukihami,ice,bug,Worm,50.2,49.8,0.3,3.8,190,5120,30,25,35,45,30,20,0,0,0
873,VIII,Frosmoth,Mosnow,ice,bug,Frost Moth,50.2,49.8,1.3,42,75,5120,70,65,60,125,90,65,0,0,0
874,VIII,Stonjourner,Ishihenjin,rock,,Big Rock,50.2,49.8,2.5,520,60,6400,100,125,135,20,20,70,0,0,0
875,VIII,Eiscue,Kooripo,ice,,Penguin,50.2,49.8,1.4,89,60,6400,75,80,110,65,90,50,0,0,0
876,VIII,Indeedee,Iessan,psychic,normal,Emotion,50,50,0.9,28,30,10240,60,65,55,105,95,95,0,0,0
